"index","cod_mun_origem","cod_mun_destino","totalCost","cod_nos","costs"
"0","2910800","3102100","-9.731544497026828E-7","[2910800,3106200,3105608,3102100]","[-1.0,-0.029673002432213314,-1.857643716210232E-4,-9.731544497026828E-7]"
"0","2910800","3200359","-1.502119128020642E-7","[2910800,2914802,3205309,3200359]","[-1.0,-0.01766507521844879,-0.0018185597523656747,-1.502119128020642E-7]"
"0","2910800","2300705","-1.0327361963520715E-6","[2910800,2304400,2300705]","[-1.0,-0.010368435276101252,-1.0327361963520715E-6]"
"0","2910800","5100607","-3.4750501114500764E-6","[2910800,5100300,5100607]","[-1.0,-8.107377713719485E-5,-3.4750501114500764E-6]"
"0","2910800","4100509","-2.5607422334521596E-7","[2910800,4115200,4100509]","[-1.0,-0.0011170164850013513,-2.5607422334521596E-7]"
"0","2910800","2200400","-2.702459237906495E-5","[2910800,2200400]","[-1.0,-2.702459237906495E-5]"
"0","2910800","1300029","-6.672789796781579E-8","[2910800,5300108,1302603,1304203,1300029]","[-1.0,-0.012701558418160525,-3.775965538781888E-4,-4.074461267928341E-6,-6.672789796781579E-8]"
"0","2910800","3102209","-9.762720263460278E-7","[2910800,3131307,3168408,3102209]","[-1.0,-0.018430772002522296,-4.389737432748747E-5,-9.762720263460278E-7]"
"0","2910800","3501400","-8.933319118628698E-7","[2910800,3549805,3529005,3501400]","[-1.0,-0.0085577875867039,-6.997480318595089E-5,-8.933319118628698E-7]"
"0","2910800","3501509","-4.7338956013246094E-7","[2910800,3549805,3529005,3501509]","[-1.0,-0.0085577875867039,-6.997480318595089E-5,-4.7338956013246094E-7]"
"0","2910800","3102308","-1.4449483532183745E-5","[2910800,3106200,3102308]","[-1.0,-0.029673002432213314,-1.4449483532183745E-5]"
"0","2910800","1700707","-3.534291017064761E-7","[2910800,2211001,2110658,1700707]","[-1.0,-0.03362760111701649,-2.2911041518122315E-4,-3.534291017064761E-7]"
"0","2910800","1100346","-8.905000847479691E-7","[2910800,1100122,1100346]","[-1.0,-1.3512296189532476E-4,-8.905000847479691E-7]"
"0","2910800","3102407","-6.133826342721874E-6","[2910800,3106200,3102407]","[-1.0,-0.029673002432213314,-6.133826342721874E-6]"
"0","2910800","2200459","-1.8790043369941882E-6","[2910800,2211001,2200459]","[-1.0,-0.03362760111701649,-1.8790043369941882E-6]"
"0","2910800","4100806","-2.1505240360328169E-7","[2910800,3550308,4113700,4102802,4100806]","[-1.0,-0.05923790649491037,-9.755124772307166E-4,-1.0052163779856252E-5,-2.1505240360328169E-7]"
"0","2910800","1400027","-1.6219648181425625E-5","[2910800,3106200,1400027]","[-1.0,-0.029673002432213314,-1.6219648181425625E-5]"
"0","2910800","5000609","-1.878656445807085E-6","[2910800,4203253,5006358,5000609]","[-1.0,-0.0030988199261327808,-2.221511247166878E-4,-1.878656445807085E-6]"
"0","2910800","1600105","-1.6255349992428333E-7","[2910800,1501402,1600303,1600105]","[-1.0,-0.00438699216286821,-5.230243523345027E-4,-1.6255349992428333E-7]"
"0","2910800","2100550","-7.017421743613267E-7","[2910800,1502202,2100550]","[-1.0,-3.7834429330690927E-4,-7.017421743613267E-7]"
"0","2910800","4100905","-1.3765839752083865E-6","[2910800,4115200,4100905]","[-1.0,-0.0011170164850013513,-1.3765839752083865E-6]"
"0","2910800","2600906","-1.3201021863839344E-6","[2910800,2604106,2604502,2600906]","[-1.0,-0.0032970002702459237,-2.8029146422524E-5,-1.3201021863839344E-6]"
"0","2910800","4300638","-1.0660064112947358E-7","[2910800,3550308,4314902,4300638]","[-1.0,-0.05923790649491037,-0.0036286652935534334,-1.0660064112947358E-7]"
"0","2910800","2100600","-5.761025690683845E-7","[2910800,2111300,2105302,2100600]","[-1.0,-0.006891271056661562,-4.0354687434931627E-4,-5.761025690683845E-7]"
"0","2910800","2901007","-0.0014863525808485722","[2910800,2901007]","[-1.0,-0.0014863525808485722]"
"0","2910800","1300060","-3.142360856289973E-6","[2910800,3143302,1303700,4304655,1300060]","[-1.0,-0.013431222412395279,-8.256922361838144E-5,-1.0151298547467999E-5,-3.142360856289973E-6]"
"0","2910800","2901106","-0.008873074497792992","[2910800,2901106]","[-1.0,-0.008873074497792992]"
"0","2910800","2901155","-8.918115485091433E-4","[2910800,2901155]","[-1.0,-8.918115485091433E-4]"
"0","2910800","5200852","-4.5777929146575745E-6","[2910800,5208707,5200852]","[-1.0,-0.005612107017385821,-4.5777929146575745E-6]"
"0","2910800","3501806","-2.083019571279615E-6","[2910800,3549805,3501806]","[-1.0,-0.0085577875867039,-2.083019571279615E-6]"
"0","2910800","4300646","-1.7965538006678612E-7","[2910800,4300901,4307005,4314704,4300646]","[-1.0,-0.0068282136744437436,-9.437558414215779E-4,-1.2786039502111645E-6,-1.7965538006678612E-7]"
"0","2910800","2300754","-3.4028424072964764E-6","[2910800,2312908,2300754]","[-1.0,-0.0016575083325826503,-3.4028424072964764E-6]"
"0","2910800","5200902","-1.2100609378673752E-6","[2910800,5208707,5200902]","[-1.0,-0.005612107017385821,-1.2100609378673752E-6]"
"0","2910800","2500734","-5.19653830665136E-7","[2910800,2614105,2512200,2500734]","[-1.0,-0.001315196829114494,-8.481492879070256E-6,-5.19653830665136E-7]"
"0","2910800","2800100","-5.437526073071606E-5","[2910800,2800308,2800100]","[-1.0,-0.08564093324925683,-5.437526073071606E-5]"
"0","2910800","3102506","-9.081443002386249E-7","[2910800,3106200,3152105,3102506]","[-1.0,-0.029673002432213314,-1.6898897407297513E-4,-9.081443002386249E-7]"
"0","2910800","4101002","-6.990121166354047E-7","[2910800,4104808,4101002]","[-1.0,-4.6842626790379244E-4,-6.990121166354047E-7]"
"0","2910800","2700201","-2.0983009189856364E-4","[2910800,2700300,2700201]","[-1.0,-0.006557967750653094,-2.0983009189856364E-4]"
"0","2910800","2901205","-8.107377713719485E-5","[2910800,2901205]","[-1.0,-8.107377713719485E-5]"
"0","2910800","1500701","-1.4284688664762506E-8","[2910800,1501402,1500701]","[-1.0,-0.00438699216286821,-1.4284688664762506E-8]"
"0","2910800","2100709","-7.83482772713179E-7","[2910800,2111300,2100709]","[-1.0,-0.006891271056661562,-7.83482772713179E-7]"
"0","2910800","3502002","-5.255935388780872E-7","[2910800,3538709,3502002]","[-1.0,-4.414016755247275E-4,-5.255935388780872E-7]"
"0","2910800","1300086","-9.239365271358757E-8","[2910800,5300108,1302603,1300086]","[-1.0,-0.012701558418160525,-3.775965538781888E-4,-9.239365271358757E-8]"
"0","2910800","1701002","-2.9064634115161746E-7","[2910800,2111300,2105302,1701002]","[-1.0,-0.006891271056661562,-4.0354687434931627E-4,-2.9064634115161746E-7]"
"0","2910800","5201108","-9.728853256463382E-4","[2910800,5201108]","[-1.0,-9.728853256463382E-4]"
"0","2910800","1500859","-3.261670578454106E-7","[2910800,1501402,1500859]","[-1.0,-0.00438699216286821,-3.261670578454106E-7]"
"0","2910800","2100808","-3.501780809852805E-6","[2910800,2211001,2100808]","[-1.0,-0.03362760111701649,-3.501780809852805E-6]"
"0","2910800","5000807","-4.84864648784398E-7","[2910800,5008305,5000807]","[-1.0,-1.8016394919376631E-4,-4.84864648784398E-7]"
"0","2910800","4200804","-5.7976071225050575E-8","[2910800,4300901,4307005,4118501,4200804]","[-1.0,-0.0068282136744437436,-9.437558414215779E-4,-1.5781625899749232E-5,-5.7976071225050575E-8]"
