cod_mun_origem,cod_mun_destino,total_passagens_2019,total_passagens_2020,tempo_medio_2019,tempo_medio_2020
3106200,1721000,7928.0,4235.0,-2,-2
3170206,4205407,7908.0,5577.0,-2,-2
5002704,2304400,7906.0,5037.0,-2,-2
2111300,1302603,7849.0,6776.0,-2,-2
2927408,2800308,7803.0,2720.0,-2,54
5103403,2704302,7736.0,6671.0,-2,198
2925303,4106902,7735.0,,-2,
2704302,5103403,7721.0,6662.0,-2,191
2933307,3509502,7714.0,,-2,
3550308,3506003,7606.0,,64,
4108304,4205407,7584.0,4606.0,-2,-2
3509502,3170206,7582.0,2744.0,89,91
1600303,3304557,7537.0,4316.0,-2,-2
2927408,3543402,7526.0,,-2,
1721000,4106902,7505.0,5242.0,-2,-2
4208203,5208707,7478.0,6658.0,-2,-2
5208707,4208203,7478.0,6466.0,-2,-2
3304557,1600303,7456.0,4334.0,-2,-2
5103403,5107909,7451.0,,63,
3170206,3509502,7442.0,2772.0,90,89
4106902,2925303,7421.0,,-2,
2605459,3304557,7419.0,5707.0,-2,-2
4209102,3106200,7419.0,,-2,
3543402,2927408,7395.0,,-2,
3509502,2925303,7392.0,,113,
3106200,3170107,7361.0,,85,
3106200,4209102,7347.0,,-2,
2925303,3509502,7328.0,,118,
1200401,3304557,7266.0,6724.0,-2,-2
5107909,5103403,7255.0,,62,
3304557,1200401,7251.0,6849.0,-2,-2
2913606,5300108,7244.0,,-2,
3170107,3106200,7232.0,,75,
4106902,1721000,7182.0,4836.0,-2,-2
2800308,2927408,7167.0,2441.0,-2,60
1501402,3205309,7162.0,3994.0,-2,-2
4205407,4108304,7145.0,4654.0,-2,-2
5103403,4113700,7137.0,,102,
3205309,1501402,7090.0,3996.0,-2,-2
4314902,1721000,7088.0,5029.0,-2,-2
1721000,4314902,7065.0,5123.0,-2,-2
5103403,3205309,7059.0,5052.0,-2,-2
3304557,2605459,7042.0,5632.0,-2,-2
5103403,4115200,7016.0,3871.0,-2,-2
2307304,3304557,6985.0,3920.0,-2,-2
3205309,5103403,6973.0,5032.0,-2,-2
4113700,5103403,6972.0,,104,
5300108,2913606,6957.0,,-2,
4305108,3509502,6919.0,,89,
4205407,3549805,6907.0,,-2,
4115200,5103403,6878.0,3633.0,-2,-2
3549805,4205407,6849.0,,-2,
2408102,1501402,6805.0,3844.0,-2,-2
3304557,2307304,6804.0,4022.0,-2,-2
3509502,4305108,6779.0,,96,
3541406,3509502,6767.0,,84,
5107909,3509502,6730.0,,-2,
2704302,5002704,6704.0,4929.0,-2,-2
1100205,4106902,6675.0,5951.0,-2,-2
2304400,3170206,6614.0,3445.0,-2,-2
5002704,2704302,6611.0,5006.0,-2,-2
1100205,3106200,6518.0,4356.0,207,208
4106902,1100205,6513.0,5549.0,-2,-2
4113700,3509502,6495.0,,80,
1100205,5208707,6488.0,2809.0,-2,-2
4205407,3543402,6468.0,,-2,
3106200,1100205,6449.0,4202.0,218,208
3509502,4113700,6445.0,,87,
3170206,2304400,6444.0,3371.0,-2,-2
3502804,3550308,6426.0,,-2,
3509502,5107909,6370.0,,-2,
1501402,2408102,6366.0,3529.0,-2,-2
1506807,2304400,6358.0,4750.0,-2,157
3550308,3502804,6332.0,,-2,
2927408,3549805,6331.0,,-2,
1400100,3304557,6314.0,6282.0,-2,-2
3543402,4205407,6305.0,,-2,
3304557,1400100,6289.0,6363.0,-2,-2
1505536,1501402,6286.0,,65,
2800308,2304400,6270.0,2436.0,-2,-2
1501402,1505536,6215.0,,72,
2800308,4106902,6203.0,4348.0,-2,-2
2611606,3543402,6155.0,,182,
2304400,2800308,6146.0,2449.0,-2,-2
2111300,5208707,6144.0,4030.0,-2,-2
1200203,1200401,6144.0,,67,
2927408,4113700,6128.0,,-2,
3549805,2927408,6120.0,,-2,
1200401,1200203,6086.0,,68,
3549805,4106902,6078.0,,-2,
3543402,2611606,6063.0,,180,
5300108,4115200,6058.0,3389.0,-2,-2
2704302,4205407,6051.0,3641.0,-2,-2
5208707,1100205,6036.0,2734.0,-2,-2
3509502,3541406,6028.0,,91,
4106902,3549805,6022.0,,-2,
2611606,4113700,6012.0,,-2,
1506807,3304557,6009.0,3114.0,-2,-2
5208707,2111300,6002.0,4026.0,-2,-2
1504208,3106200,5972.0,4680.0,-2,-2
3543402,5103403,5948.0,,-2,
2304400,1506807,5947.0,4597.0,-2,-2
5100250,5103403,5918.0,,74,
1100205,5103403,5916.0,3884.0,113,110
3304557,1506807,5914.0,3182.0,-2,-2
3106200,1504208,5900.0,4735.0,-2,196
5103403,3543402,5894.0,,-2,
4115200,5300108,5883.0,3287.0,-2,-2
1100205,3509502,5882.0,5384.0,278,200
5208707,5002704,5867.0,3008.0,-2,-2
5002704,5208707,5861.0,3012.0,-2,-2
5103403,5100250,5828.0,,78,
2925303,3170206,5816.0,,106,
4205407,2704302,5796.0,3270.0,-2,-2
4113700,2927408,5790.0,,-2,
3549805,3509502,5742.0,,71,
3509502,3549805,5718.0,,76,
4113700,2611606,5690.0,,-2,
2211001,2927408,5677.0,2930.0,-2,106
1302603,5103403,5671.0,2851.0,-2,136
2211001,4106902,5661.0,3268.0,-2,-2
3509502,5218805,5659.0,,125,
5103403,1100205,5657.0,3907.0,116,111
5218805,3509502,5655.0,,116,
4106902,2800308,5626.0,4252.0,-2,-2
3170206,2925303,5614.0,,98,
2408102,2605459,5531.0,1202.0,79,78
2927408,2211001,5478.0,2856.0,-2,106
3541406,3304557,5429.0,,-2,
1504208,3304557,5394.0,3722.0,-2,-2
1302603,1303809,5385.0,,131,
2611606,3549805,5366.0,,-2,
3304557,3541406,5314.0,,-2,
3304557,1504208,5298.0,3911.0,-2,-2
4106902,2211001,5275.0,3161.0,-2,-2
2903201,3550308,5263.0,,-2,
3205309,5002704,5251.0,3588.0,-2,-2
2605459,2408102,5224.0,1289.0,75,73
3550308,2903201,5214.0,,-2,
3509502,1100205,5184.0,5569.0,-2,206
5002704,3205309,5151.0,3608.0,-2,-2
2800308,4314902,5128.0,5759.0,-2,-2
5002704,4208203,5124.0,3597.0,-2,-2
2408102,3170206,5109.0,3626.0,-2,177
2408102,5103403,5107.0,3456.0,-2,-2
1100205,3205309,5102.0,5288.0,-2,-2
2507507,4106902,5091.0,4061.0,-2,-2
2704302,5208707,5080.0,5197.0,-2,148
1303809,1302603,5077.0,,133,
3549805,2611606,5041.0,,-2,
4208203,5002704,5036.0,3601.0,-2,-2
2304400,4113700,5033.0,,-2,
4113700,4205407,5024.0,,-2,
3205309,1100205,5023.0,5231.0,-2,-2
5208707,2704302,4981.0,5092.0,-2,147
5103403,1302603,4976.0,2736.0,-2,-2
5103403,2408102,4964.0,3403.0,-2,-2
2408102,1302603,4948.0,6148.0,-2,-2
1503606,1302603,4946.0,,80,
2933307,3106200,4933.0,,94,
2304400,3549805,4916.0,,-2,
1302603,1503606,4908.0,,87,
3106200,2304251,4906.0,,167,
3304557,2304251,4905.0,,-2,
4204202,3304557,4861.0,,-2,
4314902,2800308,4855.0,5708.0,-2,-2
3304557,4204202,4848.0,,-2,
4106902,2507507,4845.0,3929.0,-2,-2
2111300,4205407,4816.0,4168.0,-2,-2
4205407,4113700,4798.0,,-2,
2304251,3304557,4795.0,,-2,
1302603,4208203,4768.0,4066.0,-2,-2
1302603,2408102,4761.0,5893.0,-2,227
5300108,4204202,4760.0,,-2,
2304251,3106200,4755.0,,168,
3549805,2304400,4742.0,,-2,
4108304,5103403,4737.0,2171.0,-2,-2
2925303,5103403,4735.0,,-2,
3106200,2933307,4735.0,,100,
3170206,2408102,4732.0,3553.0,-2,180
3549805,3106200,4718.0,,-2,
2927408,3170206,4653.0,4527.0,-2,-2
3543402,2704302,4646.0,,-2,
4205407,2111300,4643.0,4001.0,-2,-2
5103403,2925303,4640.0,,-2,
1100205,4314902,4629.0,4448.0,-2,-2
1302603,5002704,4623.0,2733.0,-2,-2
2704302,3543402,4620.0,,168,
2304400,1400100,4604.0,4205.0,-2,-2
3106200,3549805,4600.0,,-2,
5003702,3550308,4586.0,,-2,
1600303,5208707,4585.0,2475.0,-2,-2
2304400,1200401,4576.0,4244.0,-2,-2
4113700,2304400,4570.0,,-2,
4204202,5300108,4555.0,,-2,
3550308,5003702,4539.0,,-2,
5103403,4108304,4527.0,2066.0,-2,-2
4108304,5208707,4517.0,1995.0,-2,-2
1200401,2304400,4502.0,4060.0,-2,-2
4209102,5300108,4490.0,,-2,
3543402,2304400,4462.0,,-2,
5208707,4108304,4453.0,2093.0,-2,-2
2304400,3543402,4452.0,,-2,
4314902,1100205,4423.0,4177.0,-2,-2
5107909,4106902,4420.0,,-2,
3170206,2927408,4396.0,4201.0,-2,-2
1506807,3509502,4396.0,1673.0,-2,-2
1501402,1100205,4392.0,3955.0,-2,-2
4104808,3304557,4379.0,,-2,
3543402,3205309,4371.0,,-2,
4106902,5107909,4350.0,,-2,
3205309,4113700,4349.0,,-2,
1100205,1501402,4336.0,4088.0,-2,-2
3304557,4104808,4328.0,,-2,
3205309,3543402,4326.0,,-2,
3509502,5008305,4313.0,,103,
3205309,3170206,4310.0,3503.0,-2,-2
3550308,3170107,4298.0,,-2,
5008305,3509502,4290.0,,93,
1302603,4108304,4283.0,2759.0,-2,-2
2211001,1302603,4276.0,2440.0,-2,-2
5300108,4209102,4275.0,,-2,
2611606,3170206,4267.0,5779.0,169,170
5208707,1600303,4264.0,2381.0,-2,-2
5002704,1302603,4258.0,2441.0,-2,-2
1501402,4209102,4237.0,,-2,
1600303,3509502,4228.0,2009.0,-2,-2
4108304,1302603,4210.0,2590.0,-2,-2
1400100,2304400,4199.0,3593.0,-2,-2
3170206,5300108,4169.0,1857.0,-2,72
4208203,1302603,4155.0,3630.0,-2,-2
3543402,1721000,4147.0,,-2,
1302603,2211001,4145.0,2372.0,-2,-2
5103403,4204202,4134.0,,-2,
4113700,3205309,4131.0,,-2,
3170206,3205309,4129.0,3372.0,-2,-2
3170107,3550308,4128.0,,-2,
2507507,5208707,4118.0,2822.0,-2,-2
1506807,3106200,4104.0,2403.0,-2,-2
1721000,3543402,4101.0,,-2,
3170206,2611606,4094.0,5525.0,163,165
4204202,5103403,4083.0,,-2,
1400100,4314902,4077.0,3764.0,-2,-2
1501402,5103403,4070.0,2852.0,-2,-2
4204202,4314902,4064.0,,-2,
2105302,3304557,4034.0,,-2,
2704302,4113700,4010.0,,-2,
3529005,3509502,3995.0,,62,
3106200,1506807,3989.0,2264.0,-2,-2
2408102,4205407,3979.0,3142.0,-2,-2
4314902,4204202,3965.0,,-2,
3304557,2105302,3960.0,,-2,
2408102,2611606,3940.0,2196.0,56,55
4208807,3304557,3936.0,,-2,
2408102,5002704,3919.0,3776.0,-2,-2
4113700,2704302,3910.0,,-2,
5300108,3170206,3909.0,1725.0,-2,76
3506003,3304557,3908.0,,-2,
5208707,2507507,3897.0,2809.0,-2,-2
5103403,3170206,3889.0,1993.0,-2,-2
5002704,2408102,3871.0,3635.0,-2,-2
1302603,3205309,3858.0,1838.0,-2,-2
3509502,3529005,3850.0,,70,
1400100,4108304,3839.0,1058.0,-2,-2
5103403,1501402,3838.0,2809.0,-2,-2
4205407,2408102,3824.0,2926.0,-2,-2
3205309,1302603,3820.0,1731.0,-2,-2
2611606,2704302,3819.0,1529.0,52,51
3170206,5103403,3804.0,1946.0,-2,-2
3550308,1100122,3796.0,,-2,
2611606,2408102,3795.0,2217.0,65,61
3509502,1600303,3776.0,1869.0,292,-2
5300108,5208707,3775.0,1576.0,45,44
2925303,5002704,3750.0,,-2,
1504208,3509502,3748.0,1701.0,-2,-2
2927408,4115200,3742.0,1912.0,-2,-2
4314902,4317509,3729.0,,79,
1721000,2611606,3728.0,3529.0,-2,142
3509502,1506807,3725.0,1386.0,-2,-2
3127701,3106200,3724.0,,54,
3143302,3304557,3716.0,1501.0,-2,-2
2611606,1721000,3707.0,3557.0,-2,139
4115200,2927408,3700.0,1784.0,-2,-2
2611101,3304557,3687.0,1670.0,-2,-2
2507507,4208203,3686.0,3543.0,-2,-2
2800308,4208203,3679.0,3436.0,-2,-2
1501402,1400100,3649.0,4623.0,-2,143
3304557,2611101,3645.0,1648.0,-2,-2
5002704,2925303,3626.0,,-2,
1504208,3205309,3610.0,2637.0,-2,-2
4314902,2913606,3592.0,,-2,
3304557,4208807,3580.0,,-2,
3106200,3127701,3572.0,,57,
3304557,3506003,3569.0,,-2,
4317509,4314902,3568.0,,68,
2913606,4314902,3563.0,,-2,
2307304,5300108,3550.0,1961.0,-2,-2
3205309,1504208,3549.0,2608.0,-2,-2
4113700,5208707,3537.0,,-2,
5208707,4113700,3520.0,,-2,
3304557,3143302,3518.0,1498.0,-2,115
4208203,3170206,3508.0,2291.0,-2,-2
5208707,5300108,3505.0,1401.0,39,41
2704302,2611606,3491.0,1353.0,49,47
5300108,2307304,3491.0,1949.0,-2,-2
2105302,3509502,3486.0,,-2,
2933307,3304557,3482.0,,-2,
1200401,5208707,3481.0,1991.0,-2,-2
1503606,1501402,3475.0,,-2,
1100122,3550308,3473.0,,-2,
3304557,2933307,3453.0,,-2,
3170206,4208203,3450.0,2233.0,-2,-2
1501402,5002704,3445.0,2277.0,-2,-2
1501402,1503606,3433.0,,-2,
3143302,3509502,3409.0,1861.0,-2,87
5300108,4314100,3401.0,,-2,
1600303,2611606,3355.0,2565.0,-2,172
2925303,3549805,3355.0,,120,
5002704,1501402,3333.0,2280.0,-2,-2
5208707,1200401,3332.0,2015.0,-2,-2
3509502,1504208,3331.0,1513.0,-2,-2
3304557,4305108,3331.0,,-2,
5300108,4104808,3329.0,,-2,
2611606,1600303,3315.0,2582.0,-2,178
2704302,3549805,3313.0,,-2,
4208203,2507507,3308.0,3242.0,-2,-2
4314100,5300108,3307.0,,-2,
3549805,2704302,3304.0,,-2,
2408102,4208203,3302.0,2660.0,-2,-2
3509502,2105302,3299.0,,-2,
1200401,2507507,3297.0,3266.0,-2,-2
1505536,3550308,3292.0,,-2,
3550308,1505536,3285.0,,-2,
2304400,4209102,3274.0,,-2,
3549805,2925303,3249.0,,115,
3509502,3143302,3247.0,1807.0,-2,-2
4104808,5300108,3244.0,,-2,
4305108,3304557,3242.0,,-2,
2704302,1302603,3230.0,3635.0,-2,-2
3106200,4115200,3228.0,1390.0,-2,-2
3549805,4208203,3223.0,,-2,
4205407,1721000,3209.0,2125.0,-2,-2
3304557,4314100,3207.0,,-2,
2507507,5103403,3204.0,2077.0,-2,-2
2111300,3205309,3204.0,1673.0,-2,-2
1302603,2704302,3198.0,3497.0,-2,-2
2507507,5002704,3170.0,2236.0,-2,-2
2704302,3205309,3157.0,2258.0,-2,-2
5002704,2507507,3154.0,2133.0,-2,-2
4115200,3106200,3139.0,1338.0,-2,-2
4104808,4314902,3139.0,,-2,
3205309,2111300,3132.0,1690.0,-2,-2
3205309,2704302,3126.0,2236.0,-2,-2
1302603,1301001,3126.0,,125,
4208203,3549805,3121.0,,-2,
4314100,3304557,3120.0,,-2,
2800308,4205407,3116.0,3051.0,-2,-2
4314902,4104808,3114.0,,-2,
5002704,1100205,3111.0,2295.0,-2,-2
1721000,4205407,3104.0,2227.0,-2,-2
2704302,3170206,3088.0,3168.0,-2,155
1600303,3106200,3061.0,2364.0,-2,-2
2105302,4106902,3057.0,,-2,
2507507,1200401,3049.0,3100.0,-2,-2
2211001,5208707,3037.0,1601.0,-2,-2
3205309,2408102,3021.0,2400.0,-2,-2
1100205,5002704,3015.0,2408.0,-2,-2
4208203,2408102,2997.0,2396.0,-2,-2
4209102,2304400,2990.0,,-2,
2408102,3205309,2988.0,2415.0,-2,-2
1600303,4106902,2984.0,3557.0,-2,-2
1501402,4108304,2983.0,1525.0,-2,-2
3543402,4208203,2977.0,,-2,
4106902,2105302,2974.0,,-2,
1400100,1501402,2963.0,4229.0,-2,135
5103403,2111300,2961.0,2820.0,-2,-2
3170206,2704302,2960.0,3081.0,-2,154
4208203,2800308,2954.0,2836.0,-2,-2
2211001,4205407,2949.0,2260.0,-2,-2
5103403,2507507,2947.0,2006.0,-2,-2
1721000,4108304,2945.0,1582.0,-2,-2
4209102,5208707,2941.0,,-2,
5208707,2211001,2938.0,1544.0,-2,-2
2913606,4106902,2936.0,,-2,
1400100,4106902,2921.0,2488.0,-2,-2
5208707,4209102,2919.0,,-2,
4208203,3543402,2908.0,,-2,
5103403,4209102,2899.0,,-2,
4314902,5107909,2897.0,,-2,
3304557,3502804,2893.0,,-2,
4108304,2507507,2892.0,2266.0,-2,-2
3509502,5003207,2875.0,,125,
3502804,3304557,2874.0,,-2,
4209102,5103403,2872.0,,-2,
3550308,3127701,2857.0,,-2,
4108304,1501402,2852.0,1447.0,-2,-2
2408102,1600303,2849.0,2546.0,-2,-2
1721000,3509502,2848.0,3422.0,188,135
3509502,1721000,2848.0,3350.0,-2,132
5003207,3509502,2827.0,,112,
1200401,2704302,2825.0,1808.0,-2,-2
3106200,1600303,2811.0,2320.0,-2,-2
1302603,4209102,2810.0,,-2,
5107909,4314902,2806.0,,-2,
1600303,2408102,2803.0,2613.0,-2,-2
3301009,3304557,2803.0,,58,
2111300,5103403,2797.0,2638.0,-2,-2
4205407,2800308,2795.0,2928.0,-2,-2
4106902,2913606,2791.0,,-2,
4108304,1721000,2786.0,1315.0,-2,-2
1600303,4314902,2777.0,2975.0,-2,-2
4314902,1400100,2775.0,3012.0,-2,-2
2704302,1100205,2771.0,5302.0,-2,-2
4204202,3106200,2766.0,,-2,
3106200,4204202,2765.0,,-2,
2304400,2704302,2764.0,1658.0,-2,157
4209102,1501402,2740.0,,-2,
5208707,2913606,2733.0,,-2,
4205407,2211001,2727.0,2079.0,-2,-2
2111300,1400100,2724.0,1772.0,-2,-2
2913606,5208707,2720.0,,-2,
4314902,3136702,2718.0,,-2,
1301001,1302603,2712.0,,130,
4108304,2111300,2702.0,1391.0,-2,-2
2507507,1100205,2701.0,3931.0,-2,-2
2507507,3170206,2701.0,1403.0,-2,-2
3541406,4314902,2701.0,,-2,
1600303,4208203,2700.0,3284.0,-2,-2
2704302,1200401,2695.0,1789.0,-2,-2
3549805,1100205,2695.0,,-2,
1100205,3549805,2690.0,,-2,
2111300,4108304,2689.0,1516.0,-2,-2
2507507,4108304,2688.0,2276.0,-2,-2
2304400,2105302,2680.0,,-2,
3205309,3549805,2674.0,,-2,
4314902,3541406,2670.0,,-2,
1100205,2927408,2661.0,1995.0,-2,-2
1506807,2111300,2651.0,1119.0,-2,141
2931350,3106200,2650.0,,90,
2704302,2304400,2646.0,1588.0,-2,-2
3127701,3550308,2638.0,,-2,
2927408,1100205,2627.0,2036.0,-2,-2
3549805,3205309,2616.0,,-2,
4208203,4108304,2601.0,1141.0,-2,-2
2105302,3106200,2601.0,,-2,
1100205,2507507,2594.0,4043.0,-2,-2
1100205,4205407,2594.0,2988.0,-2,-2
1501402,3549805,2593.0,,-2,
1400100,2111300,2591.0,1702.0,-2,-2
1100205,2704302,2590.0,5242.0,-2,-2
2105302,2611606,2585.0,,-2,
3170206,2507507,2579.0,1289.0,-2,-2
3106200,2105302,2578.0,,-2,
3550308,1100049,2577.0,,-2,
4106902,1600303,2575.0,2872.0,-2,-2
3506003,5300108,2574.0,,-2,
3136702,4314902,2565.0,,-2,
2105302,2304400,2563.0,,-2,
4205407,1100205,2553.0,2808.0,-2,-2
1302603,3170206,2550.0,1545.0,-2,-2
3506003,4314902,2547.0,,-2,
2611606,2105302,2542.0,,-2,
4314902,1600303,2535.0,2728.0,-2,-2
1302603,4113700,2534.0,,-2,
2611606,4209102,2534.0,,-2,
3205309,4209102,2529.0,,-2,
3106200,2931350,2528.0,,96,
3543402,5002704,2526.0,,-2,
3550308,5100250,2525.0,,-2,
2304400,2605459,2524.0,1581.0,-2,-2
3509502,4119905,2520.0,,82,
1100049,3550308,2511.0,,-2,
4108304,4208203,2507.0,1089.0,-2,152
2211001,4108304,2507.0,1160.0,-2,-2
4314902,4322400,2507.0,,109,
4209102,3205309,2498.0,,-2,
3550308,4314407,2498.0,,-2,
4119905,3509502,2489.0,,77,
1302603,1600303,2487.0,1299.0,-2,156
3304557,3301009,2479.0,,56,
2408102,4113700,2474.0,,-2,
1600303,1302603,2470.0,1428.0,-2,-2
4305108,2611606,2469.0,,-2,
2211001,5103403,2466.0,1728.0,-2,-2
2913606,3509502,2464.0,,-2,
2307304,4106902,2458.0,1355.0,-2,-2
4322400,4314902,2458.0,,91,
3136702,5300108,2454.0,,-2,
3509502,2913606,2454.0,,-2,
3549805,1501402,2450.0,,-2,
2605459,2304400,2448.0,1749.0,-2,-2
2800308,5002704,2448.0,1127.0,-2,-2
2800308,5208707,2446.0,1316.0,-2,-2
5300108,3136702,2442.0,,-2,
5300108,3541406,2440.0,,-2,
1506807,4106902,2437.0,1740.0,-2,-2
1504208,2304400,2433.0,2025.0,-2,-2
3170107,3304557,2431.0,,-2,
2111300,1506807,2430.0,1040.0,-2,-2
2105302,4314902,2430.0,,-2,
2611606,4305108,2422.0,,-2,
3170206,1302603,2418.0,1509.0,-2,-2
5100250,3550308,2418.0,,-2,
1400100,3509502,2408.0,2015.0,-2,-2
5103403,4104808,2402.0,,-2,
5002704,3543402,2399.0,,-2,
4104808,5103403,2393.0,,-2,
4314902,3506003,2386.0,,-2,
1501402,4115200,2383.0,1941.0,-2,-2
4113700,2408102,2383.0,,-2,
1100205,4115200,2381.0,2180.0,-2,-2
3541406,5300108,2380.0,,-2,
3106200,2903201,2372.0,,143,
3304557,3170107,2371.0,,-2,
2105302,5208707,2362.0,,-2,
2927408,1721000,2360.0,3820.0,-2,124
4113700,1100205,2359.0,,-2,
5208707,2105302,2359.0,,-2,
5103403,2211001,2353.0,1743.0,-2,-2
4115200,1501402,2342.0,1752.0,-2,-2
1400100,1100205,2340.0,1208.0,-2,-2
2605459,3509502,2328.0,875.0,-2,-2
5300108,3506003,2326.0,,-2,
2903201,3106200,2322.0,,133,
4314902,2105302,2320.0,,-2,
5208707,2800308,2319.0,1234.0,-2,-2
4115200,1100205,2310.0,2103.0,-2,-2
2307304,4314902,2309.0,1854.0,-2,-2
3543402,2408102,2305.0,,-2,
1100205,4113700,2303.0,,-2,
2925303,3543402,2299.0,,108,
1100205,1400100,2297.0,1314.0,-2,166
1501402,3170206,2297.0,1538.0,-2,-2
1721000,2927408,2295.0,3713.0,-2,119
4108304,2800308,2286.0,1038.0,-2,-2
2611606,4115200,2280.0,3228.0,-2,-2
2211001,1501402,2279.0,1009.0,-2,-2
2800308,2408102,2278.0,772.0,-2,-2
1501402,2211001,2273.0,994.0,-2,83
1100205,2408102,2271.0,1816.0,-2,-2
2408102,3543402,2269.0,,-2,
1302603,2507507,2260.0,1090.0,-2,-2
2304400,2507507,2259.0,532.0,-2,-2
3170206,1501402,2257.0,1518.0,-2,-2
2507507,1302603,2254.0,1199.0,-2,-2
5002704,2800308,2248.0,1023.0,-2,-2
4106902,1200401,2247.0,1999.0,-2,-2
4314902,2307304,2243.0,1704.0,-2,-2
4113700,1302603,2242.0,,-2,
1506807,4314902,2240.0,1803.0,-2,-2
2408102,1100205,2239.0,1868.0,-2,-2
4106902,2307304,2238.0,1204.0,-2,-2
2507507,4205407,2235.0,1074.0,-2,-2
2925303,4205407,2235.0,,-2,
4314407,3550308,2235.0,,-2,
2408102,2800308,2230.0,798.0,-2,-2
1200401,3106200,2230.0,1448.0,-2,-2
5204508,3106200,2230.0,,87,
2304400,1504208,2224.0,1967.0,-2,-2
2800308,4108304,2222.0,1106.0,-2,-2
2611606,1506807,2222.0,1344.0,-2,-2
1501402,3543402,2220.0,,-2,
4314902,2605459,2215.0,1265.0,-2,-2
1504208,2611606,2209.0,1973.0,-2,143
4208203,1600303,2205.0,2436.0,-2,-2
1504208,5208707,2203.0,1461.0,-2,167
3143302,4314902,2199.0,1115.0,-2,-2
5103403,4314100,2197.0,,-2,
1302603,3543402,2194.0,,-2,
2605459,2927408,2191.0,1226.0,-2,-2
2927408,4204202,2189.0,,-2,
3543402,1501402,2179.0,,-2,
2927408,2605459,2178.0,1247.0,-2,-2
2211001,5002704,2178.0,1384.0,-2,-2
2704302,4108304,2178.0,1633.0,-2,-2
4106902,1506807,2176.0,1552.0,-2,-2
2927408,4209102,2176.0,,-2,
1506807,2611606,2175.0,1421.0,-2,-2
4314100,5103403,2172.0,,-2,
1200401,4106902,2170.0,2009.0,-2,-2
4108304,2211001,2168.0,1035.0,-2,-2
2111300,1600303,2167.0,1447.0,-2,-2
2605459,4314902,2164.0,1265.0,-2,-2
1100122,5103403,2164.0,,87,
5300108,2611101,2163.0,869.0,-2,-2
3509502,2605459,2155.0,877.0,-2,-2
4209102,1302603,2155.0,,-2,
3543402,2925303,2155.0,,104,
5208707,5107909,2152.0,,-2,
1600303,2111300,2151.0,1420.0,-2,-2
1100205,4108304,2151.0,1278.0,-2,-2
2611606,1504208,2147.0,2106.0,-2,-2
2611101,5300108,2147.0,892.0,-2,-2
4108304,2704302,2138.0,1465.0,-2,-2
4314902,4316907,2137.0,,66,
4205407,2507507,2134.0,1027.0,-2,-2
4314902,1506807,2133.0,1716.0,-2,-2
5107909,5208707,2132.0,,-2,
3106200,1200401,2128.0,1397.0,-2,-2
4316907,4314902,2128.0,,51,
3509502,1400100,2127.0,2002.0,-2,296
5208707,4204202,2127.0,,-2,
4113700,5107909,2124.0,,-2,
2111300,2408102,2122.0,1268.0,-2,-2
2704302,1501402,2114.0,1457.0,-2,-2
3543402,3509502,2107.0,,59,
4314902,3143302,2103.0,1107.0,-2,-2
2507507,2304400,2102.0,523.0,-2,-2
5103403,1100122,2100.0,,90,
1506807,5208707,2098.0,882.0,-2,-2
5107909,4113700,2093.0,,-2,
4115200,2611606,2090.0,3145.0,-2,-2
2408102,2111300,2087.0,1333.0,-2,-2
2111300,5002704,2084.0,1582.0,-2,-2
3509502,3543402,2081.0,,59,
5002704,2111300,2080.0,1574.0,-2,-2
3106200,5204508,2078.0,,97,
4314902,1504208,2074.0,1726.0,-2,-2
1500602,1506807,2073.0,405.0,54,59
4208807,3106200,2062.0,,-2,
4205407,2925303,2062.0,,-2,
4204202,2927408,2062.0,,-2,
5003207,3304557,2062.0,,-2,
4209102,2611606,2061.0,,-2,
4204202,5208707,2061.0,,-2,
4108304,1100205,2058.0,1105.0,-2,-2
3543402,1302603,2055.0,,-2,
2611606,4204202,2053.0,,-2,
2800308,3205309,2049.0,1439.0,-2,-2
3205309,4115200,2044.0,1303.0,-2,-2
1100205,1200401,2040.0,196.0,-2,78
5300108,2903201,2034.0,,-2,
3549805,2408102,2033.0,,-2,
1501402,2704302,2032.0,1412.0,-2,-2
4209102,2927408,2025.0,,-2,
4115200,5107909,2024.0,,-2,
2408102,3549805,2021.0,,-2,
4115200,3205309,2019.0,1238.0,-2,-2
5002704,2211001,2016.0,1267.0,-2,-2
4314902,2933307,2014.0,,-2,
5208707,4115200,2004.0,1014.0,-2,-2
2933307,4314902,1998.0,,-2,
1500602,3550308,1994.0,1181.0,-2,-2
2408102,4115200,1990.0,3779.0,-2,-2
4314902,1200401,1985.0,1291.0,-2,-2
4204202,2611606,1976.0,,-2,
4205407,4115200,1973.0,1310.0,-2,-2
4115200,2408102,1966.0,3638.0,-2,-2
1504208,4314902,1965.0,1596.0,-2,-2
3529005,3550308,1960.0,,-2,
3550308,3529005,1960.0,,-2,
3550308,1100304,1960.0,,-2,
3550308,2931350,1959.0,,-2,
1506807,1500602,1956.0,327.0,-2,58
3304557,5003207,1955.0,,-2,
1400100,3106200,1951.0,1287.0,-2,-2
2611606,1400100,1946.0,2439.0,-2,-2
2304400,4204202,1946.0,,-2,
1721000,2304400,1945.0,1085.0,-2,-2
2611101,3106200,1945.0,1108.0,-2,-2
2111300,4208203,1942.0,2098.0,-2,-2
4115200,5208707,1941.0,1064.0,-2,-2
